SYMBOL,SUM_RANK,TIME
NOT_INVEST,3564463.0,2021
AAA,2162632.0,2021
AAM,1184982.0,2021
AAT,1735068.0,2021
ABS,2070708.0,2021
ACC,1186208.0,2021
ACL,1222957.0,2021
ADG,2605683.0,2021
ADS,1211702.0,2021
AGG,1347346.0,2021
AGM,1010105.0,2021
AMD,2109960.0,2021
ANV,1692415.0,2021
APC,1600223.0,2021
APH,2178864.0,2021
ASG,1788324.0,2021
ASM,1763716.0,2021
ASP,1366221.0,2021
AST,2260104.0,2021
ATG,1501736.0,2021
BCE,1531331.0,2021
BCG,962533.0,2021
BCM,2016634.0,2021
BFC,803603.0,2021
BHN,2074916.0,2021
BKG,2254296.0,2021
BMC,1654244.0,2021
BMP,1913807.0,2021
BRC,1464443.0,2021
BTP,1325398.0,2021
BTT,1996940.0,2021
BWE,1752449.0,2021
C32,1576256.0,2021
C47,886637.0,2021
CAV,1390545.0,2021
CCI,2746175.0,2021
CCL,1946402.0,2021
CDC,2138075.0,2021
CEE,1503399.0,2021
CHP,1634508.0,2021
CIG,1674478.0,2021
CII,1360593.0,2021
CKG,2030761.0,2021
CLC,1583951.0,2021
CLG,1426955.0,2021
CLL,1738071.0,2021
CLW,1716669.0,2021
CMG,2022842.0,2021
CMV,1040693.0,2021
CMX,1355412.0,2021
CNG,1095805.0,2021
COM,1751233.0,2021
CRC,1115025.0,2021
CRE,1686503.0,2021
CSM,1136044.0,2021
CSV,1635664.0,2021
CTD,1409286.0,2021
CTF,1550555.0,2021
CTI,1098730.0,2021
CVT,1628735.0,2021
D2D,2436308.0,2021
DAG,896882.0,2021
DAH,1686277.0,2021
DAT,1902611.0,2021
DBC,1640943.0,2021
DBD,1858135.0,2021
DBT,1106133.0,2021
DC4,1595444.0,2021
DCL,1817569.0,2021
DCM,1832370.0,2021
DGC,2200692.0,2021
DGW,1571775.0,2021
DHA,1982530.0,2021
DHC,1887144.0,2021
DHG,2201155.0,2021
DHM,1190601.0,2021
DIG,2109895.0,2021
DLG,1040094.0,2021
DMC,1812247.0,2021
DPG,943059.0,2021
DPM,1810547.0,2021
DPR,2187714.0,2021
DQC,1245352.0,2021
DRC,1728377.0,2021
DRH,1256923.0,2021
DRL,1792880.0,2021
DSN,1962714.0,2021
DTA,1276470.0,2021
DTL,1386647.0,2021
DTT,1155031.0,2021
DVP,2124535.0,2021
DXG,1481199.0,2021
DXV,1197165.0,2021
ELC,1310052.0,2021
EMC,1428685.0,2021
EVE,1408983.0,2021
EVG,1796413.0,2021
FCM,1713169.0,2021
FCN,1231276.0,2021
FDC,2149674.0,2021
FIR,2430043.0,2021
FIT,2582549.0,2021
FLC,1851308.0,2021
FMC,1295905.0,2021
FPT,2076803.0,2021
FRT,1030068.0,2021
FTM,999141.0,2021
GAB,2110142.0,2021
GAS,2371401.0,2021
GDT,2092828.0,2021
GEG,1936793.0,2021
GEX,1685960.0,2021
GIL,1586246.0,2021
GMC,1012920.0,2021
GMD,2058733.0,2021
GSP,1494939.0,2021
GTA,1467400.0,2021
GTN,1860685.0,2021
GVR,2459822.0,2021
HAG,1334020.0,2021
HAH,1408012.0,2021
HAI,1773737.0,2021
HAP,1692875.0,2021
HAR,2934899.0,2021
HAS,2136263.0,2021
HAX,1541270.0,2021
HBC,1585184.0,2021
HCD,1227471.0,2021
HDC,2068345.0,2021
HDG,2721911.0,2021
HHP,1621195.0,2021
HHS,2574795.0,2021
HID,1339136.0,2021
HII,1253820.0,2021
HMC,2302988.0,2021
HNG,1840229.0,2021
HOT,1934344.0,2021
HPG,2060970.0,2021
HPX,2371080.0,2021
HQC,1421250.0,2021
HRC,2011430.0,2021
HSG,1470667.0,2021
HSL,1650801.0,2021
HT1,1630101.0,2021
HTI,1516652.0,2021
HTL,1118661.0,2021
HTN,1502090.0,2021
HTV,1732412.0,2021
HU1,1296192.0,2021
HU3,1219743.0,2021
HUB,2374350.0,2021
HVH,1852400.0,2021
HVN,1567797.0,2021
HVX,1246094.0,2021
IBC,1508459.0,2021
ICT,910289.0,2021
IDI,1350443.0,2021
IJC,2319183.0,2021
ILB,1342333.0,2021
IMP,2007078.0,2021
ITA,2109582.0,2021
ITC,2542742.0,2021
ITD,1974175.0,2021
JVC,1241415.0,2021
KBC,1892580.0,2021
