SYMBOL,SUM_RANK,TIME
NOT_INVEST,3190365.0,2018
AAA,1227563.0,2018
AAM,1341298.0,2018
ABT,1435642.0,2018
ACC,1409954.0,2018
ACL,651185.0,2018
ADS,911387.0,2018
AGF,414352.0,2018
AGM,678163.0,2018
AMD,1441971.0,2018
ANV,1475243.0,2018
APC,1920708.0,2018
ASM,1713290.0,2018
ASP,974120.0,2018
AST,1979369.0,2018
ATG,1591530.0,2018
BBC,1524424.0,2018
BCE,1173283.0,2018
BCG,907305.0,2018
BFC,1037896.0,2018
BHN,1935253.0,2018
BMC,1440129.0,2018
BMP,1762681.0,2018
BRC,1478402.0,2018
BTP,1130861.0,2018
BTT,1759451.0,2018
BWE,1511107.0,2018
C32,1737336.0,2018
C47,757048.0,2018
CAV,1391651.0,2018
CCI,2874527.0,2018
CCL,2298266.0,2018
CDC,1870257.0,2018
CDO,1466358.0,2018
CEE,1267346.0,2018
CHP,1899582.0,2018
CIG,985906.0,2018
CII,1754489.0,2018
CLC,1650418.0,2018
CLG,2337418.0,2018
CLL,2055679.0,2018
CLW,1164859.0,2018
CMG,1464350.0,2018
CMT,1092076.0,2018
CMV,907815.0,2018
CMX,580344.0,2018
CNG,1652364.0,2018
COM,1866708.0,2018
CSM,906083.0,2018
CSV,1777746.0,2018
CTD,1719924.0,2018
CTF,991048.0,2018
CTI,1498386.0,2018
CVT,1588005.0,2018
D2D,2262098.0,2018
DAG,1416322.0,2018
DAH,1404653.0,2018
DAT,2333947.0,2018
DCL,1605720.0,2018
DCM,1478807.0,2018
DGW,1282829.0,2018
DHA,1813773.0,2018
DHC,1756878.0,2018
DHG,1798250.0,2018
DHM,786709.0,2018
DIC,621798.0,2018
DIG,1881515.0,2018
DLG,1252082.0,2018
DMC,1882308.0,2018
DPM,1940814.0,2018
DPR,2327647.0,2018
DQC,1427113.0,2018
DRC,1585590.0,2018
DRH,1591531.0,2018
DRL,2025123.0,2018
DSN,2052038.0,2018
DTA,1304436.0,2018
DTL,1685880.0,2018
DTT,1506907.0,2018
DVP,2071482.0,2018
DXG,1735818.0,2018
DXV,799607.0,2018
ELC,1503763.0,2018
EMC,1305715.0,2018
EVE,1238162.0,2018
EVG,1446402.0,2018
FCM,967495.0,2018
FCN,1323485.0,2018
FDC,1994677.0,2018
FIT,1957109.0,2018
FLC,1624588.0,2018
FMC,1244658.0,2018
FPT,1571435.0,2018
FTM,1251468.0,2018
GAS,2070774.0,2018
GDT,1969452.0,2018
GEX,1740520.0,2018
GIL,1131357.0,2018
GMC,944473.0,2018
GMD,1575414.0,2018
GSP,1744284.0,2018
GTA,1558810.0,2018
GTN,1368482.0,2018
HAG,2281887.0,2018
HAH,1526913.0,2018
HAI,1187493.0,2018
HAP,1146729.0,2018
HAR,2985239.0,2018
HAS,2112617.0,2018
HAX,1289307.0,2018
HBC,1274856.0,2018
HCD,1243995.0,2018
HDC,1937010.0,2018
HDG,2368156.0,2018
HHS,1511157.0,2018
HID,1277978.0,2018
HII,1138444.0,2018
HLG,1316344.0,2018
HMC,2243013.0,2018
HNG,1259500.0,2018
HOT,1775096.0,2018
HPG,1923251.0,2018
HQC,948360.0,2018
HRC,1889297.0,2018
HSG,1075164.0,2018
