SYMBOL,SUM_RANK,TIME
NOT_INVEST,3242967.0,2024
AAA,2083544.0,2024
AAM,1508218.0,2024
ABR,1982357.0,2024
ABS,1505308.0,2024
ABT,1958522.0,2024
ACC,1443307.0,2024
ACG,1835791.0,2024
ACL,1186151.0,2024
ADG,2268182.0,2024
ADP,1699295.0,2024
ADS,1599651.0,2024
AGG,1244260.0,2024
AGM,1238926.0,2024
ANV,1583254.0,2024
APC,1291298.0,2024
APH,2075073.0,2024
ASG,1813863.0,2024
ASM,1640046.0,2024
ASP,1121890.0,2024
AST,1841517.0,2024
BAF,1425562.0,2024
BBC,1761229.0,2024
BCE,961605.0,2024
BCG,1368125.0,2024
BCM,1787913.0,2024
BFC,1168086.0,2024
BHN,1697068.0,2024
BKG,1846989.0,2024
BMC,1598461.0,2024
BMP,1636018.0,2024
BRC,1370399.0,2024
BTP,1754653.0,2024
BTT,1892406.0,2024
BWE,1737062.0,2024
C32,1584650.0,2024
C47,1050983.0,2024
CAV,1586006.0,2024
CCI,2213398.0,2024
CCL,1597029.0,2024
CDC,1386339.0,2024
CHP,1532431.0,2024
CIG,1185203.0,2024
CII,1728424.0,2024
CLC,1447404.0,2024
CLL,1553226.0,2024
CLW,1519107.0,2024
CMV,1317399.0,2024
CMX,1629228.0,2024
CNG,1436543.0,2024
COM,1484586.0,2024
CRC,1451507.0,2024
CRE,1656275.0,2024
CSM,967639.0,2024
CSV,1706849.0,2024
CTD,1363772.0,2024
CTF,1249675.0,2024
CTI,1466425.0,2024
CTR,1740909.0,2024
CVT,1080638.0,2024
D2D,2137069.0,2024
DAH,1811319.0,2024
DAT,1494953.0,2024
DBC,1425139.0,2024
DBD,1697109.0,2024
DBT,1643159.0,2024
DC4,1720801.0,2024
DCL,1563408.0,2024
DCM,1534846.0,2024
DGC,1724279.0,2024
DGW,1281624.0,2024
DHA,1542288.0,2024
DHC,1562938.0,2024
DHG,1758380.0,2024
DHM,1822548.0,2024
DIG,1492177.0,2024
DLG,1155738.0,2024
DMC,1705876.0,2024
DPG,1235284.0,2024
DPM,1828314.0,2024
DPR,1993060.0,2024
DQC,1563000.0,2024
DRC,1468684.0,2024
DRL,1616477.0,2024
DSN,1715688.0,2024
DTA,1641329.0,2024
DTL,1088347.0,2024
DTT,1362241.0,2024
DVP,1804593.0,2024
DXG,1628667.0,2024
DXS,1503067.0,2024
DXV,945864.0,2024
ELC,1527078.0,2024
EVE,1679261.0,2024
EVG,1280006.0,2024
FCM,1502392.0,2024
FCN,1138187.0,2024
FDC,1604507.0,2024
FIR,1725903.0,2024
FIT,2019190.0,2024
FMC,1399073.0,2024
FPT,1748416.0,2024
FRT,1385802.0,2024
GAS,1686855.0,2024
GDT,1760325.0,2024
GEG,1505983.0,2024
GEX,2115693.0,2024
GIL,1552768.0,2024
GMC,1743274.0,2024
GMD,1815844.0,2024
GMH,1754623.0,2024
GSP,1360632.0,2024
GTA,1837833.0,2024
GVR,1859844.0,2024
HAG,1531611.0,2024
HAH,1612354.0,2024
HAP,1916879.0,2024
HAR,2299741.0,2024
HAS,1966216.0,2024
HAX,2144192.0,2024
HBC,1054633.0,2024
HCD,1478506.0,2024
HDC,1754531.0,2024
HDG,2133818.0,2024
