SYMBOL,SUM_RANK,TIME
NOT_INVEST,3476420.0,2021
AAA,2000966.0,2021
AAM,2015490.0,2021
AAT,2116338.0,2021
ABS,1723411.0,2021
ACC,1766740.0,2021
ACL,1451536.0,2021
ADG,2030792.0,2021
ADS,1021255.0,2021
AGG,1059123.0,2021
AGM,1953610.0,2021
AMD,2036006.0,2021
ANV,1707786.0,2021
APC,2057531.0,2021
APH,1729459.0,2021
ASG,2214234.0,2021
ASM,1337389.0,2021
ASP,2048587.0,2021
AST,2033192.0,2021
ATG,1917715.0,2021
BCE,1424871.0,2021
BCG,700058.0,2021
BCM,2001105.0,2021
BFC,1249337.0,2021
BHN,2115003.0,2021
BKG,1994110.0,2021
BMC,1907876.0,2021
BMP,2063274.0,2021
BRC,1877914.0,2021
BTP,2415732.0,2021
BTT,2155246.0,2021
BWE,1778944.0,2021
C32,2398394.0,2021
C47,534673.0,2021
CAV,1048042.0,2021
CCI,2232529.0,2021
CCL,1535321.0,2021
CDC,1569546.0,2021
CEE,1056587.0,2021
CHP,1681323.0,2021
CIG,1137247.0,2021
CII,961680.0,2021
CKG,819205.0,2021
CLC,1884476.0,2021
CLG,945386.0,2021
CLL,2400521.0,2021
CLW,1665025.0,2021
CMG,1818295.0,2021
CMV,1299641.0,2021
CMX,1451131.0,2021
CNG,1596489.0,2021
COM,2138470.0,2021
CRC,1246267.0,2021
CRE,1550465.0,2021
CSM,1077760.0,2021
CSV,1988593.0,2021
CTD,1940702.0,2021
CTF,1236412.0,2021
CTI,1026761.0,2021
CVT,1648539.0,2021
D2D,2021290.0,2021
DAG,1083116.0,2021
DAH,1656564.0,2021
DAT,1669570.0,2021
DBC,1492871.0,2021
DBD,1973808.0,2021
DBT,1362354.0,2021
DC4,1643927.0,2021
DCL,1576851.0,2021
DCM,1999147.0,2021
DGC,1970038.0,2021
DGW,1581351.0,2021
DHA,2183055.0,2021
DHC,1728821.0,2021
DHG,1983792.0,2021
DHM,1821156.0,2021
DIG,1618342.0,2021
DLG,663793.0,2021
DMC,2055835.0,2021
DPG,979150.0,2021
DPM,2218350.0,2021
DPR,2296182.0,2021
DQC,1931900.0,2021
DRC,1798283.0,2021
DRH,1688721.0,2021
DRL,1988928.0,2021
DSN,2085256.0,2021
DTA,1440342.0,2021
DTL,1445796.0,2021
DTT,2059658.0,2021
DVP,2431902.0,2021
DXG,1337786.0,2021
DXV,1767256.0,2021
ELC,2117657.0,2021
EMC,1357414.0,2021
EVE,1796672.0,2021
EVG,1872074.0,2021
FCM,1913756.0,2021
FCN,1489830.0,2021
FDC,2025191.0,2021
FIR,1992959.0,2021
FIT,2804073.0,2021
FLC,1294943.0,2021
FMC,1623527.0,2021
FPT,2055834.0,2021
FRT,1105720.0,2021
FTM,778462.0,2021
GAB,1787335.0,2021
GAS,2095974.0,2021
GDT,1849552.0,2021
GEG,1493704.0,2021
GEX,1637301.0,2021
GIL,1908672.0,2021
GMC,1642178.0,2021
GMD,2366362.0,2021
GSP,1706172.0,2021
GTA,1852069.0,2021
GTN,2342669.0,2021
GVR,2171398.0,2021
HAG,900294.0,2021
HAH,1913016.0,2021
HAI,1800450.0,2021
HAP,2339685.0,2021
HAR,2852267.0,2021
HAS,2157587.0,2021
HAX,1465360.0,2021
HBC,1281149.0,2021
HCD,1706884.0,2021
HDC,1473752.0,2021
HDG,1505034.0,2021
HHP,1590119.0,2021
HHS,2995275.0,2021
HID,1670876.0,2021
HII,1399238.0,2021
HMC,1736615.0,2021
HNG,1383284.0,2021
HOT,1860136.0,2021
HPG,1746662.0,2021
HPX,1715246.0,2021
HQC,2124339.0,2021
HRC,1980915.0,2021
HSG,1270521.0,2021
HSL,2652060.0,2021
HT1,1950986.0,2021
HTI,1484718.0,2021
