SYMBOL,SUM_RANK,TIME
NOT_INVEST,3227229.0,2024
AAA,2407711.0,2024
AAM,2180616.0,2024
ABR,3117345.0,2024
ABS,975346.0,2024
ABT,3013633.0,2024
ACC,1182828.0,2024
ACG,2161105.0,2024
ACL,1214941.0,2024
ADG,2893440.0,2024
ADP,1814545.0,2024
ADS,1291575.0,2024
AGG,478689.0,2024
AGM,800338.0,2024
ANV,1696109.0,2024
APC,1277264.0,2024
APH,1524435.0,2024
ASG,1987470.0,2024
ASM,684143.0,2024
ASP,627300.0,2024
AST,2267524.0,2024
BAF,988948.0,2024
BBC,1859876.0,2024
BCE,791073.0,2024
BCG,663710.0,2024
BCM,2311280.0,2024
BFC,1360563.0,2024
BHN,2287679.0,2024
BKG,1672098.0,2024
BMC,2065215.0,2024
BMP,2231092.0,2024
BRC,1376985.0,2024
BTP,3040436.0,2024
BTT,2751031.0,2024
BWE,2357522.0,2024
C32,2281114.0,2024
C47,318716.0,2024
CAV,1553740.0,2024
CCI,2051469.0,2024
CCL,770360.0,2024
CDC,373758.0,2024
CHP,1812782.0,2024
CIG,781300.0,2024
CII,1044060.0,2024
CLC,1346699.0,2024
CLL,2446656.0,2024
CLW,1806045.0,2024
CMV,1335867.0,2024
CMX,1624301.0,2024
CNG,1471869.0,2024
COM,2356291.0,2024
CRC,1458689.0,2024
CRE,1026515.0,2024
CSM,953982.0,2024
CSV,1903695.0,2024
CTD,716890.0,2024
CTF,1104700.0,2024
CTI,1339922.0,2024
CTR,1484004.0,2024
CVT,448989.0,2024
D2D,1926849.0,2024
DAH,2956210.0,2024
DAT,1381524.0,2024
DBC,1571537.0,2024
DBD,2013107.0,2024
DBT,1061656.0,2024
DC4,1099797.0,2024
DCL,1290342.0,2024
DCM,2051304.0,2024
DGC,2036425.0,2024
DGW,1410702.0,2024
DHA,2200180.0,2024
DHC,1550508.0,2024
DHG,1984827.0,2024
DHM,786029.0,2024
DIG,1306375.0,2024
DLG,560264.0,2024
DMC,1581387.0,2024
DPG,1238887.0,2024
DPM,2112201.0,2024
DPR,2198091.0,2024
DQC,1307190.0,2024
DRC,1682516.0,2024
DRL,2046307.0,2024
DSN,2351366.0,2024
DTA,1266466.0,2024
DTL,867058.0,2024
DTT,1834591.0,2024
DVP,2372052.0,2024
DXG,810150.0,2024
DXS,594328.0,2024
DXV,846138.0,2024
ELC,1513279.0,2024
EVE,1830867.0,2024
EVG,1642095.0,2024
FCM,899841.0,2024
FCN,755305.0,2024
FDC,1871132.0,2024
FIR,1326015.0,2024
FIT,1304670.0,2024
FMC,1668264.0,2024
FPT,2048421.0,2024
FRT,1695825.0,2024
GAS,1855397.0,2024
GDT,2345621.0,2024
GEG,1563960.0,2024
GEX,1730703.0,2024
GIL,1656567.0,2024
GMC,2343141.0,2024
GMD,2527988.0,2024
GMH,2005035.0,2024
GSP,1463573.0,2024
GTA,1905135.0,2024
GVR,2090125.0,2024
HAG,1121717.0,2024
HAH,1694586.0,2024
HAP,2358567.0,2024
HAR,3121967.0,2024
HAS,1031359.0,2024
HAX,1609980.0,2024
HBC,179532.0,2024
HCD,1297984.0,2024
HDC,2006902.0,2024
HDG,1539558.0,2024
HHP,1496313.0,2024
HHS,3217635.0,2024
HHV,1575907.0,2024
HII,1841608.0,2024
HMC,795678.0,2024
HNA,2042865.0,2024
HNG,1305469.0,2024
HPG,1783537.0,2024
HPX,729695.0,2024
HQC,2225512.0,2024
HRC,2534570.0,2024
HSG,1565481.0,2024
HSL,1910025.0,2024
HT1,1904995.0,2024
HTG,1058593.0,2024
HTI,1875327.0,2024
HTL,1513020.0,2024
HTN,417761.0,2024
HTV,1406617.0,2024
HU1,579922.0,2024
HUB,2795931.0,2024
HVH,2245828.0,2024
HVN,1216593.0,2024
HVX,1354857.0,2024
ICT,1040962.0,2024
IDI,1085458.0,2024
IJC,1705333.0,2024
ILB,1623511.0,2024
IMP,2057996.0,2024
ITC,1392440.0,2024
JVC,1649437.0,2024
KBC,1665500.0,2024
KDC,2105990.0,2024
KDH,1545224.0,2024
KHG,1253228.0,2024
KHP,985870.0,2024
KMR,1045106.0,2024
KOS,1563560.0,2024
KPF,3221740.0,2024
KSB,1152939.0,2024
L10,680117.0,2024
LAF,1686300.0,2024
LBM,1777605.0,2024
LCG,1139614.0,2024
LGC,1458123.0,2024
LHG,1933825.0,2024
LIX,2114765.0,2024
LM8,451274.0,2024
MCP,1994900.0,2024
