SYMBOL,SUM_RANK,TIME
NOT_INVEST,3231205.0,2025
AAA,1455526.0,2025
AAM,2352663.0,2025
AAT,1041030.0,2025
ABR,2961112.0,2025
ABS,1139498.0,2025
ABT,2906725.0,2025
ACC,1873898.0,2025
ACG,2394089.0,2025
ACL,1241560.0,2025
ADG,2971249.0,2025
ADP,1900994.0,2025
ADS,1508810.0,2025
AGG,662642.0,2025
AGM,831802.0,2025
ANV,1697669.0,2025
APH,1443013.0,2025
ASG,2135512.0,2025
ASM,480821.0,2025
ASP,1173609.0,2025
AST,2360550.0,2025
BAF,1491735.0,2025
BBC,2813592.0,2025
BCE,1148223.0,2025
BCG,798360.0,2025
BCM,2226098.0,2025
BFC,1800422.0,2025
BHN,2472402.0,2025
BKG,2620307.0,2025
BMC,2089609.0,2025
BMP,2207924.0,2025
BRC,1464565.0,2025
BSR,1653810.0,2025
BTP,3019109.0,2025
BTT,2646610.0,2025
BWE,2172441.0,2025
C32,2925145.0,2025
C47,321940.0,2025
CCI,2061777.0,2025
CCL,815393.0,2025
CDC,427215.0,2025
CHP,1905697.0,2025
CIG,950038.0,2025
CII,1018252.0,2025
CKG,778074.0,2025
CLC,1354196.0,2025
CLL,2402388.0,2025
CLW,1869533.0,2025
CMV,1576661.0,2025
CMX,808251.0,2025
CNG,1395865.0,2025
COM,2392293.0,2025
CRC,1427503.0,2025
CRE,1109772.0,2025
CSM,1163243.0,2025
CSV,1897202.0,2025
CTF,996776.0,2025
CTI,1454022.0,2025
CTR,1390620.0,2025
CVT,496972.0,2025
D2D,1887303.0,2025
DAH,2980483.0,2025
DAT,1252447.0,2025
DBC,1843428.0,2025
DBD,2017388.0,2025
DBT,1124064.0,2025
DC4,742919.0,2025
DCL,1346218.0,2025
DCM,2016231.0,2025
DGC,2072360.0,2025
DGW,1298561.0,2025
DHA,2222372.0,2025
DHC,1627363.0,2025
DHG,1954574.0,2025
DHM,887760.0,2025
DIG,1001258.0,2025
DLG,550699.0,2025
DMC,1878995.0,2025
DPG,1203339.0,2025
DPM,2071899.0,2025
DPR,2265368.0,2025
DQC,1539736.0,2025
DRC,1457771.0,2025
DRL,2070121.0,2025
DSN,2398471.0,2025
DTA,1313644.0,2025
DTL,1004077.0,2025
DTT,1899501.0,2025
DVP,2350657.0,2025
DXG,913031.0,2025
DXS,707014.0,2025
DXV,1029095.0,2025
ELC,1722613.0,2025
EVE,1950437.0,2025
EVG,976619.0,2025
FCM,1158317.0,2025
FCN,690101.0,2025
FDC,1643260.0,2025
FIT,1438683.0,2025
FMC,1942464.0,2025
FPT,2019314.0,2025
FRT,1778119.0,2025
GAS,1802832.0,2025
GDT,1682105.0,2025
GEE,2222790.0,2025
GEG,1589331.0,2025
GEX,1883457.0,2025
GIL,1684615.0,2025
GMD,2641111.0,2025
GMH,1911792.0,2025
GSP,1632293.0,2025
GTA,1744497.0,2025
GVR,2074853.0,2025
HAG,1351715.0,2025
HAH,2015098.0,2025
HAP,1772404.0,2025
HAR,3056916.0,2025
HAS,1161714.0,2025
HAX,1797822.0,2025
HCD,1277407.0,2025
HDC,1992202.0,2025
HDG,1624943.0,2025
HHP,1001036.0,2025
HHS,3136590.0,2025
HHV,1692716.0,2025
HII,1753753.0,2025
HMC,739349.0,2025
HNA,2078388.0,2025
HPG,1788892.0,2025
HPX,572792.0,2025
HQC,1478298.0,2025
HRC,2675630.0,2025
HSL,2367707.0,2025
HT1,2029201.0,2025
HTG,1349284.0,2025
HTI,1752934.0,2025
HTL,1743934.0,2025
HTN,371578.0,2025
HTV,1612785.0,2025
HU1,694997.0,2025
HUB,2663683.0,2025
HVH,2627534.0,2025
HVN,1638710.0,2025
HVX,1705813.0,2025
ICT,1279164.0,2025
IDI,938121.0,2025
IJC,2104884.0,2025
ILB,1671037.0,2025
IMP,1980577.0,2025
ITC,1371611.0,2025
JVC,1867169.0,2025
KBC,1253535.0,2025
KDC,2016929.0,2025
KDH,1468510.0,2025
KHG,1248638.0,2025
KHP,1141173.0,2025
KMR,1123388.0,2025
KOS,1602069.0,2025
KSB,1456194.0,2025
L10,458481.0,2025
LAF,1806854.0,2025
LBM,1938966.0,2025
LCG,1243550.0,2025
LDG,212867.0,2025
LGC,1449520.0,2025
LGL,1574294.0,2025
LHG,1802774.0,2025
LIX,2210645.0,2025
LM8,514091.0,2025
MCM,2179166.0,2025
MCP,1625707.0,2025
MDG,1228158.0,2025
MHC,1432054.0,2025
MSH,1550018.0,2025
MSN,2294106.0,2025
MWG,1811101.0,2025
NAF,1258368.0,2025
NAV,1987489.0,2025
NBB,603232.0,2025
NCT,2219364.0,2025
NHA,1977611.0,2025
NHH,2065757.0,2025
NHT,1528206.0,2025
NKG,1574067.0,2025
NNC,2708535.0,2025
NO1,1440016.0,2025
NSC,1881795.0,2025
NT2,1259119.0,2025
NTL,2369745.0,2025
NVL,199424.0,2025
NVT,1831350.0,2025
OGC,2873395.0,2025
OPC,1887618.0,2025
PAC,1733240.0,2025
PAN,1931117.0,2025
PC1,1702201.0,2025
PDN,2172494.0,2025
PET,1125772.0,2025
PGC,2479887.0,2025
PGD,1602469.0,2025
PGV,1131563.0,2025
PHC,601877.0,2025
PHR,2187351.0,2025
PIT,1020005.0,2025
PJT,2067973.0,2025
PLP,667064.0,2025
PLX,1846456.0,2025
PMG,1462442.0,2025
PNC,1732565.0,2025
PNJ,1962775.0,2025
POW,1533888.0,2025
PPC,2950759.0,2025
PTB,1718293.0,2025
PTC,3131948.0,2025
PTL,915329.0,2025
PVD,1801830.0,2025
PVP,1786546.0,2025
PVT,1905147.0,2025
QCG,1615566.0,2025
QNP,1856330.0,2025
RAL,996029.0,2025
REE,2455441.0,2025
RYG,939688.0,2025
S4A,1885670.0,2025
SAB,2410566.0,2025
SAM,3082280.0,2025
SAV,2748533.0,2025
SBA,2073809.0,2025
SBG,1067869.0,2025
SBV,1064505.0,2025
SC5,439325.0,2025
SCR,926971.0,2025
SCS,2126736.0,2025
SFG,1366872.0,2025
SFI,2807825.0,2025
SGN,2126883.0,2025
SGR,1165809.0,2025
SGT,1148288.0,2025
SHA,862481.0,2025
SHI,556260.0,2025
SHP,2024745.0,2025
SIP,1415895.0,2025
SJD,1445139.0,2025
SJS,1544915.0,2025
SKG,1845046.0,2025
