SYMBOL,SUM_RANK,TIME
NOT_INVEST,3241298.0,2019
AAA,1185439.0,2019
AAM,1568591.0,2019
ABT,1779705.0,2019
ACC,2107144.0,2019
ACL,1462103.0,2019
ADS,956727.0,2019
AGF,1070098.0,2019
AGM,1186837.0,2019
AMD,1768127.0,2019
ANV,1659692.0,2019
APC,2084930.0,2019
ASM,1481690.0,2019
ASP,1032678.0,2019
AST,1906801.0,2019
ATG,1737444.0,2019
BBC,1798019.0,2019
BCE,1249660.0,2019
BCG,1967560.0,2019
BFC,1043871.0,2019
BHN,2000411.0,2019
BMC,1700870.0,2019
BMP,1714651.0,2019
BRC,1713859.0,2019
BTP,1695823.0,2019
BTT,1830128.0,2019
BWE,1556569.0,2019
C32,2077641.0,2019
C47,568751.0,2019
CAV,1425830.0,2019
CCI,2373303.0,2019
CCL,1667135.0,2019
CDC,1705139.0,2019
CEE,1393848.0,2019
CHP,1891599.0,2019
CIG,1274456.0,2019
CII,1636270.0,2019
CLC,1587935.0,2019
CLG,2004776.0,2019
CLL,2040105.0,2019
CLW,1547834.0,2019
CMG,1559875.0,2019
CMT,1261634.0,2019
CMV,991538.0,2019
CMX,1130174.0,2019
CNG,1697401.0,2019
COM,1835114.0,2019
CRC,1555324.0,2019
CRE,1730297.0,2019
CSM,977570.0,2019
CSV,1813246.0,2019
CTD,1937912.0,2019
CTF,1259608.0,2019
CTI,1390044.0,2019
CVT,1330308.0,2019
D2D,2060544.0,2019
DAG,1428223.0,2019
DAH,1395128.0,2019
DAT,2081157.0,2019
DBD,1699008.0,2019
DCL,1475381.0,2019
DCM,1409241.0,2019
DGW,1185687.0,2019
DHA,2107115.0,2019
DHC,1612293.0,2019
DHG,1892854.0,2019
DHM,1369083.0,2019
DIC,855662.0,2019
DIG,1665146.0,2019
DLG,1320051.0,2019
DMC,1792827.0,2019
DPG,1253024.0,2019
DPM,2147843.0,2019
DPR,2356730.0,2019
DQC,1337904.0,2019
DRC,1381867.0,2019
DRH,1474050.0,2019
DRL,2011800.0,2019
DSN,2034420.0,2019
DTA,1432506.0,2019
DTL,1530324.0,2019
DTT,1634153.0,2019
DVP,2094323.0,2019
DXG,1852716.0,2019
DXV,1198541.0,2019
ELC,1486189.0,2019
EMC,1419631.0,2019
EVE,1305415.0,2019
EVG,1597807.0,2019
FCM,1436130.0,2019
FCN,1178764.0,2019
FDC,2131434.0,2019
FIR,1554298.0,2019
FIT,2074260.0,2019
FLC,1648648.0,2019
FMC,1407809.0,2019
FPT,1913955.0,2019
FRT,1160630.0,2019
FTM,1296444.0,2019
GAS,2154270.0,2019
GDT,1852657.0,2019
GEX,1832508.0,2019
GIL,1331412.0,2019
GMC,1281184.0,2019
GMD,2015022.0,2019
GSP,1591043.0,2019
GTA,1775203.0,2019
GTN,2138997.0,2019
HAG,1376026.0,2019
HAH,1720628.0,2019
HAI,1132339.0,2019
HAP,1621343.0,2019
HAR,2699965.0,2019
HAS,2100355.0,2019
HAX,1216902.0,2019
HBC,1568819.0,2019
HCD,1337400.0,2019
HDC,1728910.0,2019
HDG,1941219.0,2019
HHS,1775172.0,2019
HID,1613778.0,2019
HII,920740.0,2019
HLG,1075892.0,2019
HMC,1992097.0,2019
HNG,1600516.0,2019
HOT,1952680.0,2019
HPG,1948414.0,2019
HPX,2143224.0,2019
HQC,951711.0,2019
HRC,1835977.0,2019
HSG,639122.0,2019
HSL,1816553.0,2019
HT1,1540535.0,2019
HTI,1634844.0,2019
HTL,1393143.0,2019
HTN,1206459.0,2019
HTT,2316372.0,2019
HTV,1903277.0,2019
HU1,1316301.0,2019
HU3,1096784.0,2019
HUB,2250474.0,2019
HVG,828493.0,2019
HVH,1838884.0,2019
HVX,935698.0,2019
IBC,1823212.0,2019
ICF,763333.0,2019
IDI,1841165.0,2019
IJC,1408229.0,2019
IMP,1759503.0,2019
ITA,1793774.0,2019
ITC,1624932.0,2019
ITD,2284277.0,2019
JVC,1442679.0,2019
KAC,1857630.0,2019
KBC,1739179.0,2019
KDC,1740438.0,2019
KDH,1934791.0,2019
KHP,1072898.0,2019
KMR,1203562.0,2019
KSB,2238727.0,2019
KSH,1805029.0,2019
L10,1502446.0,2019
LAF,1314613.0,2019
LBM,1982013.0,2019
LCG,1229918.0,2019
LCM,1620443.0,2019
LDG,1403497.0,2019
LEC,2197299.0,2019
LGC,1718337.0,2019
LGL,1234851.0,2019
LHG,1990824.0,2019
LIX,1655475.0,2019
LM8,910954.0,2019
LMH,1933978.0,2019
LSS,1123009.0,2019
MCG,1012563.0,2019
MCP,1811433.0,2019
MDG,2098746.0,2019
MHC,2191484.0,2019
MSH,1593905.0,2019
MSN,1799411.0,2019
MWG,1510927.0,2019
NAF,1330644.0,2019
NAV,1546077.0,2019
NBB,1652246.0,2019
NCT,2067586.0,2019
NKG,766379.0,2019
NLG,1968506.0,2019
NNC,1842383.0,2019
NSC,1669937.0,2019
NT2,1640147.0,2019
NTL,1618600.0,2019
NVL,1939875.0,2019
NVT,2039412.0,2019
OPC,2358093.0,2019
PAC,1350120.0,2019
PAN,1661528.0,2019
PC1,2027842.0,2019
PDN,1842445.0,2019
PDR,1522359.0,2019
PET,2013911.0,2019
PGC,1719561.0,2019
PGD,1867771.0,2019
PHC,1246484.0,2019
PHR,2058816.0,2019
PIT,807148.0,2019
PJT,1469692.0,2019
PLP,1045022.0,2019
PLX,1848209.0,2019
PME,1835223.0,2019
PMG,2079683.0,2019
PNC,1057478.0,2019
PNJ,1710472.0,2019
POM,1056950.0,2019
POW,1842396.0,2019
PPC,1935000.0,2019
PPI,1069231.0,2019
PTB,1714079.0,2019
PTC,1658918.0,2019
PTL,2064926.0,2019
PVD,1538415.0,2019
PVT,1587929.0,2019
PXI,1025949.0,2019
PXS,1495474.0,2019
PXT,1006702.0,2019
QBS,1421716.0,2019
QCG,1588603.0,2019
RAL,1158613.0,2019
RDP,784091.0,2019
REE,2560514.0,2019
RIC,1724117.0,2019
ROS,2148915.0,2019
S4A,1840080.0,2019
SAB,2159129.0,2019
SAM,1877328.0,2019
SAV,2066282.0,2019
SBA,1791342.0,2019
SBT,1698935.0,2019
SBV,1743556.0,2019
SC5,1123447.0,2019
SCD,2240920.0,2019
SCR,1531686.0,2019
SCS,2286426.0,2019
SFC,2393382.0,2019
SFG,1185285.0,2019
SFI,2539390.0,2019
SGN,2021541.0,2019
SGR,1999667.0,2019
SGT,2249318.0,2019
SHA,944208.0,2019
SHI,861902.0,2019
SHP,1809656.0,2019
SII,1650208.0,2019
SJD,1915781.0,2019
SJF,1382489.0,2019
SJS,1720661.0,2019
SKG,2045958.0,2019
SMA,1557747.0,2019
SMB,1900780.0,2019
SMC,1480226.0,2019
SPM,1225256.0,2019
SRC,1246888.0,2019
SRF,1359522.0,2019
SSC,1690871.0,2019
ST8,2296156.0,2019
STG,1987119.0,2019
STK,1464972.0,2019
SVC,1981681.0,2019
SVI,1419336.0,2019
SVT,2576752.0,2019
SZC,2269706.0,2019
SZL,2377006.0,2019
TAC,1156103.0,2019
TBC,2044691.0,2019
TCD,1316005.0,2019
TCL,1829568.0,2019
TCM,1471269.0,2019
TCO,2247788.0,2019
TCR,694842.0,2019
TCT,2010889.0,2019
TDC,692843.0,2019
TDG,1228995.0,2019
TDH,1661994.0,2019
TDM,1891625.0,2019
TDW,1561985.0,2019
TEG,1939264.0,2019
TGG,1725492.0,2019
THG,1831766.0,2019
THI,1603179.0,2019
TIE,2059620.0,2019
TIP,2157192.0,2019
TIX,2516079.0,2019
TLD,1267221.0,2019
TLG,2132635.0,2019
TLH,1610727.0,2019
TMP,2087658.0,2019
TMS,2140352.0,2019
TMT,1127145.0,2019
TNA,1594585.0,2019
TNC,1944988.0,2019
TNI,2150989.0,2019
TNT,1349782.0,2019
TPC,1364550.0,2019
TRA,1891523.0,2019
TRC,1695447.0,2019
TS4,729369.0,2019
TSC,1623005.0,2019
TTB,1597416.0,2019
TTE,1755656.0,2019
TTF,929471.0,2019
TVT,1830855.0,2019
TYA,1497037.0,2019
UDC,1783173.0,2019
