SYMBOL,SUM_RANK,TIME
NOT_INVEST,3135338.0,2025
AAA,1909180.0,2025
AAM,2600780.0,2025
AAT,2204797.0,2025
ABR,2344258.0,2025
ABS,2499182.0,2025
ABT,2278756.0,2025
ACC,1603146.0,2025
ACG,1844765.0,2025
ACL,1797289.0,2025
ADG,2903499.0,2025
ADP,1278845.0,2025
ADS,1982285.0,2025
AGG,1609942.0,2025
AGM,447247.0,2025
ANV,1394665.0,2025
APH,2236485.0,2025
ASG,2194831.0,2025
ASM,1380529.0,2025
ASP,1597728.0,2025
AST,1262555.0,2025
BAF,853627.0,2025
BBC,2518000.0,2025
BCE,1919249.0,2025
BCG,2059641.0,2025
BCM,1032586.0,2025
BFC,1391373.0,2025
BHN,1727172.0,2025
BKG,2974731.0,2025
BMC,1791371.0,2025
BMP,1216431.0,2025
BRC,2015970.0,2025
BSR,1564705.0,2025
BTP,2505084.0,2025
BTT,1884638.0,2025
BWE,1096956.0,2025
C32,2717179.0,2025
C47,735880.0,2025
CCI,1279812.0,2025
CCL,2001313.0,2025
CDC,974310.0,2025
CHP,1238995.0,2025
CIG,737460.0,2025
CII,953176.0,2025
CKG,926551.0,2025
CLC,1350496.0,2025
CLL,1666727.0,2025
CLW,1184147.0,2025
CMV,1983604.0,2025
CMX,1510159.0,2025
CNG,1399471.0,2025
COM,2095057.0,2025
CRC,2360080.0,2025
CRE,2282336.0,2025
CSM,1377014.0,2025
CSV,1261850.0,2025
CTF,952049.0,2025
CTI,1069129.0,2025
CTR,926048.0,2025
CVT,744381.0,2025
D2D,1315037.0,2025
DAH,2825205.0,2025
DAT,2354284.0,2025
DBC,1469325.0,2025
DBD,1162858.0,2025
DBT,1436244.0,2025
DC4,954274.0,2025
DCL,1547452.0,2025
DCM,1433358.0,2025
DGC,1354775.0,2025
DGW,897217.0,2025
DHA,1841579.0,2025
DHC,1650457.0,2025
DHG,1216376.0,2025
DHM,2063852.0,2025
DIG,1114746.0,2025
DLG,842931.0,2025
DMC,1719587.0,2025
DPG,1055012.0,2025
DPM,1900695.0,2025
DPR,1831750.0,2025
DQC,2424796.0,2025
DRC,1269977.0,2025
DRL,1125937.0,2025
DSN,1668436.0,2025
DTA,1774185.0,2025
DTL,1579773.0,2025
DTT,1873389.0,2025
DVP,1610820.0,2025
DXG,1493741.0,2025
DXS,2103766.0,2025
DXV,2292084.0,2025
ELC,1476573.0,2025
EVE,2446136.0,2025
EVG,1847542.0,2025
FCM,2489582.0,2025
FCN,1509997.0,2025
FDC,1283716.0,2025
FIT,2621521.0,2025
FMC,1608249.0,2025
FPT,1059666.0,2025
FRT,826126.0,2025
GAS,1261160.0,2025
GDT,1544587.0,2025
GEE,1256482.0,2025
GEG,1208662.0,2025
GEX,1606059.0,2025
GIL,1937787.0,2025
GMD,1659619.0,2025
GMH,2218113.0,2025
GSP,1660463.0,2025
GTA,2209965.0,2025
GVR,1396982.0,2025
HAG,1468209.0,2025
HAH,1292422.0,2025
HAP,2476248.0,2025
HAR,3065029.0,2025
HAS,2388764.0,2025
HAX,2008848.0,2025
HCD,2074369.0,2025
HDC,1262122.0,2025
HDG,1526825.0,2025
HHP,1153195.0,2025
HHS,2619797.0,2025
HHV,1085300.0,2025
HII,2466555.0,2025
HMC,1572325.0,2025
HNA,1518269.0,2025
HPG,1349493.0,2025
HPX,2150983.0,2025
HQC,2242242.0,2025
HRC,1570122.0,2025
HSL,2718147.0,2025
HT1,1984549.0,2025
HTG,1008221.0,2025
HTI,1203401.0,2025
HTL,1295105.0,2025
HTN,1676949.0,2025
HTV,2542877.0,2025
HU1,2020357.0,2025
HUB,2317171.0,2025
HVH,2247255.0,2025
HVN,681953.0,2025
HVX,2477084.0,2025
ICT,1962246.0,2025
IDI,1718602.0,2025
IJC,1897258.0,2025
ILB,1054221.0,2025
IMP,1184444.0,2025
ITC,2282906.0,2025
JVC,1967481.0,2025
KBC,1098324.0,2025
KDC,1342887.0,2025
KDH,1136018.0,2025
KHG,2080923.0,2025
KHP,1123451.0,2025
KMR,2324592.0,2025
KOS,869188.0,2025
KSB,1800796.0,2025
L10,689376.0,2025
LAF,1802577.0,2025
LBM,1412149.0,2025
LCG,1748448.0,2025
LDG,670073.0,2025
LGC,773910.0,2025
LGL,2279878.0,2025
LHG,1766884.0,2025
LIX,1419664.0,2025
LM8,1735036.0,2025
MCM,1776676.0,2025
MCP,1397500.0,2025
MDG,1679097.0,2025
MHC,2186811.0,2025
MSH,1036575.0,2025
MSN,959621.0,2025
MWG,1070592.0,2025
