SYMBOL,SUM_RANK,TIME
NOT_INVEST,3189292.0,2018
AAA,1269084.0,2018
AAM,1312801.0,2018
ABT,1350548.0,2018
ACC,1381795.0,2018
ACL,732494.0,2018
ADS,970447.0,2018
AGF,398777.0,2018
AGM,751465.0,2018
AMD,1452607.0,2018
ANV,1326600.0,2018
APC,1893066.0,2018
ASM,1791956.0,2018
ASP,1198907.0,2018
AST,1863863.0,2018
ATG,1431333.0,2018
BBC,1581904.0,2018
BCE,1089857.0,2018
BCG,1031233.0,2018
BFC,1068156.0,2018
BHN,1882522.0,2018
BMC,1534849.0,2018
BMP,1715147.0,2018
BRC,1465609.0,2018
BTP,1181131.0,2018
BTT,1741758.0,2018
BWE,1417386.0,2018
C32,1830340.0,2018
C47,710975.0,2018
CAV,1346912.0,2018
CCI,2906945.0,2018
CCL,2242579.0,2018
CDC,1942826.0,2018
CDO,1327003.0,2018
CEE,1303601.0,2018
CHP,1884958.0,2018
CIG,823180.0,2018
CII,1920754.0,2018
CLC,1494744.0,2018
CLG,2328019.0,2018
CLL,1961875.0,2018
CLW,1244768.0,2018
CMG,1490555.0,2018
CMT,1112511.0,2018
CMV,896555.0,2018
CMX,664161.0,2018
CNG,1722529.0,2018
COM,1786920.0,2018
CSM,836363.0,2018
CSV,1768369.0,2018
CTD,1777682.0,2018
CTF,931379.0,2018
CTI,1507570.0,2018
CVT,1518218.0,2018
D2D,2300437.0,2018
DAG,1400372.0,2018
DAH,1435050.0,2018
DAT,2345916.0,2018
DCL,1537750.0,2018
DCM,1518227.0,2018
DGW,1186458.0,2018
DHA,1881340.0,2018
DHC,1631399.0,2018
DHG,1698346.0,2018
DHM,754319.0,2018
DIC,650455.0,2018
DIG,1813072.0,2018
DLG,1494998.0,2018
DMC,1762449.0,2018
DPM,2118338.0,2018
DPR,2487620.0,2018
DQC,1411247.0,2018
DRC,1485865.0,2018
DRH,1432103.0,2018
DRL,1945809.0,2018
DSN,1996825.0,2018
DTA,1253460.0,2018
DTL,1499841.0,2018
DTT,1418522.0,2018
DVP,1930831.0,2018
DXG,1746620.0,2018
DXV,910350.0,2018
ELC,1466361.0,2018
EMC,1123582.0,2018
EVE,1319631.0,2018
EVG,1397054.0,2018
FCM,956329.0,2018
FCN,1310875.0,2018
FDC,1877336.0,2018
FIT,2055923.0,2018
FLC,1775042.0,2018
FMC,1133064.0,2018
FPT,1591157.0,2018
FTM,1180549.0,2018
GAS,1973746.0,2018
GDT,1858473.0,2018
GEX,1871119.0,2018
GIL,1181533.0,2018
GMC,1052403.0,2018
GMD,1559798.0,2018
GSP,1741159.0,2018
GTA,1586998.0,2018
GTN,1440658.0,2018
HAG,2353440.0,2018
HAH,1669582.0,2018
HAI,1059309.0,2018
HAP,1181291.0,2018
HAR,2959361.0,2018
HAS,2114461.0,2018
HAX,1257910.0,2018
HBC,1268765.0,2018
HCD,1245225.0,2018
HDC,1905264.0,2018
HDG,2371627.0,2018
HHS,1443971.0,2018
HID,1251474.0,2018
HII,1226541.0,2018
HLG,1305603.0,2018
HMC,2161496.0,2018
HNG,1275826.0,2018
HOT,1743158.0,2018
HPG,1894938.0,2018
HQC,875243.0,2018
HRC,1703455.0,2018
HSG,1088848.0,2018
HT1,1340515.0,2018
HTI,1651406.0,2018
HTL,1214881.0,2018
HTT,2422553.0,2018
HTV,1740873.0,2018
HU1,1242477.0,2018
HU3,777273.0,2018
HVG,373824.0,2018
HVX,648432.0,2018
IBC,1769650.0,2018
ICF,498261.0,2018
IDI,1844997.0,2018
IJC,1752125.0,2018
IMP,1572409.0,2018
ITA,2034067.0,2018
ITC,1845520.0,2018
ITD,2122535.0,2018
JVC,1403047.0,2018
KAC,1735795.0,2018
KBC,1767495.0,2018
KDC,1639424.0,2018
KDH,1716119.0,2018
KHA,2403843.0,2018
KHP,1097429.0,2018
KMR,1009347.0,2018
KSA,1347894.0,2018
KSB,2633515.0,2018
KSH,1116120.0,2018
L10,2007710.0,2018
LAF,1101760.0,2018
LBM,1695118.0,2018
LCG,1105994.0,2018
LCM,1147637.0,2018
LDG,1583745.0,2018
LEC,2277661.0,2018
LGC,1367706.0,2018
LGL,1006350.0,2018
LHG,2446262.0,2018
LIX,1704285.0,2018
LM8,760745.0,2018
LSS,806915.0,2018
MCG,885404.0,2018
MCP,1604250.0,2018
MDG,1731357.0,2018
MHC,2552586.0,2018
MSN,1672458.0,2018
MWG,1363167.0,2018
NAF,1424012.0,2018
NAV,1089778.0,2018
NBB,1550783.0,2018
NCT,2010862.0,2018
NKG,1217447.0,2018
NLG,1708070.0,2018
NNC,1873130.0,2018
NSC,1601740.0,2018
NT2,1667839.0,2018
NTL,1281123.0,2018
NVL,2024644.0,2018
NVT,1336891.0,2018
OPC,2515472.0,2018
PAC,1337072.0,2018
PAN,1708816.0,2018
PC1,2058066.0,2018
PDN,1705690.0,2018
PDR,1862711.0,2018
PET,2362425.0,2018
PGC,1469349.0,2018
PGD,1614620.0,2018
PHR,2097769.0,2018
PIT,492806.0,2018
PJT,1690292.0,2018
PLP,1386903.0,2018
PLX,1745304.0,2018
PME,1783872.0,2018
PMG,2216983.0,2018
PNC,809941.0,2018
PNJ,1750972.0,2018
POM,1701477.0,2018
PPC,1645565.0,2018
PPI,737059.0,2018
PTB,1593888.0,2018
PTC,892765.0,2018
PTL,1895019.0,2018
PVD,1352505.0,2018
PVT,1676869.0,2018
PXI,562803.0,2018
PXS,1379449.0,2018
PXT,926524.0,2018
QBS,908739.0,2018
QCG,1417550.0,2018
RAL,1269878.0,2018
RDP,857225.0,2018
REE,2351570.0,2018
RIC,1267913.0,2018
ROS,2093266.0,2018
S4A,1932650.0,2018
SAB,1990251.0,2018
SAM,2137349.0,2018
SAV,1868153.0,2018
SBA,1899557.0,2018
SBT,1501975.0,2018
SBV,1731901.0,2018
SC5,976775.0,2018
SCD,2138904.0,2018
SCR,1494742.0,2018
SFC,2330394.0,2018
SFG,1076058.0,2018
SFI,2646854.0,2018
SGR,2250017.0,2018
SGT,2636337.0,2018
SHA,769731.0,2018
SHI,632717.0,2018
SHP,1848469.0,2018
SII,1560958.0,2018
SJD,1964911.0,2018
SJF,1493586.0,2018
SJS,1542888.0,2018
SKG,1921495.0,2018
SMA,1732749.0,2018
SMC,1108036.0,2018
SPM,1053700.0,2018
SRC,1159372.0,2018
SRF,1089838.0,2018
ST8,2409013.0,2018
STG,1873721.0,2018
STK,1226970.0,2018
STT,1354825.0,2018
SVC,2639532.0,2018
SVI,1220367.0,2018
SVT,2810401.0,2018
SZL,2836179.0,2018
TAC,1319017.0,2018
TBC,2024691.0,2018
TCD,1234664.0,2018
TCL,1728474.0,2018
TCM,1329095.0,2018
TCO,1856587.0,2018
TCR,446719.0,2018
TCT,1983667.0,2018
TDC,716036.0,2018
TDG,1368126.0,2018
TDH,2030314.0,2018
TDW,1601762.0,2018
TEG,1656368.0,2018
THG,1523076.0,2018
THI,1512463.0,2018
TIE,2244383.0,2018
TIP,2148311.0,2018
TIX,2793127.0,2018
TLD,1498566.0,2018
TLG,1703255.0,2018
TLH,1625495.0,2018
TMP,2018052.0,2018
TMS,2290545.0,2018
TMT,906738.0,2018
TNA,1892205.0,2018
TNC,1657131.0,2018
TNI,2470162.0,2018
TNT,1263825.0,2018
TPC,1145842.0,2018
TRA,1831192.0,2018
TRC,1779623.0,2018
TS4,1336448.0,2018
TSC,1116587.0,2018
TTF,790323.0,2018
TV1,952408.0,2018
TVT,1809379.0,2018
TYA,1180124.0,2018
UDC,2883376.0,2018
UIC,2106094.0,2018
VAF,1426303.0,2018
VCF,1536274.0,2018
VDP,1477268.0,2018
VFG,1526170.0,2018
VHC,1611339.0,2018
VHG,1027138.0,2018
VIC,2244234.0,2018
VID,1601002.0,2018
VIP,2751581.0,2018
VIS,1250593.0,2018
VJC,1774270.0,2018
VMD,1092658.0,2018
VNE,1370945.0,2018
VNG,2026134.0,2018
VNL,1699812.0,2018
VNM,2029347.0,2018
VNS,1610661.0,2018
VOS,886280.0,2018
VPD,1820901.0,2018
VPG,879610.0,2018
VPH,1551429.0,2018
VPK,919684.0,2018
VPS,1161442.0,2018
VRC,1847156.0,2018
VRE,2803508.0,2018
VSC,1798062.0,2018
VSH,1813023.0,2018
VSI,2680276.0,2018
VTB,903407.0,2018
VTO,1651344.0,2018
NOT_INVEST,2972406.0,2017
AAA,1155001.0,2017
AAM,1113640.0,2017
ABT,1304465.0,2017
ACC,1555344.0,2017
ACL,660367.0,2017
ADS,905692.0,2017
AGF,430853.0,2017
AGM,645697.0,2017
AMD,1293888.0,2017
ANV,562443.0,2017
APC,1749228.0,2017
ASM,1758626.0,2017
ASP,1092071.0,2017
ATG,1097246.0,2017
BBC,1525477.0,2017
BCE,902314.0,2017
BCG,1075467.0,2017
BCI,1845297.0,2017
BFC,1060169.0,2017
BGM,1270100.0,2017
BHN,1800462.0,2017
BHS,1201037.0,2017
BMC,1503563.0,2017
BMP,1649537.0,2017
BRC,1361662.0,2017
BTP,1409558.0,2017
BTT,1597559.0,2017
C32,1823430.0,2017
C47,583620.0,2017
CAV,1329949.0,2017
CCI,2784074.0,2017
CCL,1969285.0,2017
CDC,1929457.0,2017
CDO,1523689.0,2017
CHP,1699999.0,2017
CIG,765870.0,2017
CII,2024913.0,2017
CLC,1414279.0,2017
CLG,2174343.0,2017
CLL,1805082.0,2017
CLW,1103669.0,2017
CMG,1233459.0,2017
CMT,908766.0,2017
CMV,813440.0,2017
CMX,332497.0,2017
CNG,1672625.0,2017
COM,1721061.0,2017
CSM,1202555.0,2017
CSV,1533743.0,2017
CTD,1827812.0,2017
CTI,1288478.0,2017
CYC,444921.0,2017
D2D,1993411.0,2017
DAG,1449368.0,2017
DAH,1562425.0,2017
DAT,2306423.0,2017
DCL,1523548.0,2017
DCM,1353229.0,2017
DGW,1037101.0,2017
DHA,1748565.0,2017
DHC,1688259.0,2017
DHG,1588509.0,2017
DHM,2196542.0,2017
DIC,636714.0,2017
DIG,1569766.0,2017
DLG,1559867.0,2017
DMC,1593453.0,2017
DPM,2108932.0,2017
DPR,2244202.0,2017
DQC,1511617.0,2017
DRC,1461459.0,2017
DRH,1857113.0,2017
DRL,1782262.0,2017
DSN,1850742.0,2017
DTA,946186.0,2017
DTL,1175807.0,2017
DTT,1337104.0,2017
DVP,1808551.0,2017
DXG,1713257.0,2017
DXV,875517.0,2017
ELC,1471553.0,2017
EMC,995935.0,2017
EVE,1414510.0,2017
FCM,908974.0,2017
FCN,1223222.0,2017
FDC,1865700.0,2017
FIT,1553753.0,2017
FLC,2276494.0,2017
FMC,867689.0,2017
FPT,1150463.0,2017
FTM,994753.0,2017
GAS,1813890.0,2017
GDT,1703980.0,2017
GIL,1127509.0,2017
GMC,1020117.0,2017
GMD,1392570.0,2017
GSP,1583042.0,2017
GTA,1539184.0,2017
GTN,1590349.0,2017
HAG,2151579.0,2017
HAH,1654079.0,2017
HAI,972713.0,2017
HAP,947316.0,2017
HAR,2828990.0,2017
HAS,2065786.0,2017
HAX,1347988.0,2017
HBC,1174435.0,2017
HCD,1123969.0,2017
HDC,1837590.0,2017
HDG,1758621.0,2017
HHS,1446309.0,2017
HID,1626418.0,2017
HLG,1261528.0,2017
HMC,2144764.0,2017
HNG,1036726.0,2017
HOT,1645291.0,2017
HPG,1731777.0,2017
HQC,676597.0,2017
HRC,1676992.0,2017
HSG,1277887.0,2017
HT1,1395164.0,2017
HTI,1652669.0,2017
HTL,1487194.0,2017
HTV,1663596.0,2017
HU1,1170987.0,2017
HU3,792463.0,2017
HVG,440565.0,2017
HVX,817497.0,2017
ICF,419257.0,2017
IDI,1684186.0,2017
IJC,1639402.0,2017
IMP,1529816.0,2017
ITA,1959266.0,2017
ITC,1751702.0,2017
ITD,1902751.0,2017
JVC,1090168.0,2017
KAC,1660954.0,2017
KBC,1674634.0,2017
KDC,1592185.0,2017
KDH,1702427.0,2017
KHA,2289313.0,2017
KHP,1148594.0,2017
KMR,1028373.0,2017
KSA,1368121.0,2017
KSB,2639444.0,2017
KSH,1579805.0,2017
L10,1941756.0,2017
LAF,1267746.0,2017
LBM,1765982.0,2017
LCG,982736.0,2017
LCM,974777.0,2017
LDG,1062287.0,2017
LGC,1514449.0,2017
LGL,1872150.0,2017
LHG,2485723.0,2017
LIX,1614725.0,2017
LM8,729446.0,2017
LSS,1104619.0,2017
MCG,771452.0,2017
MCP,1447203.0,2017
MDG,876071.0,2017
MHC,2349274.0,2017
MSN,1339724.0,2017
MWG,1322477.0,2017
NAF,1569906.0,2017
NAV,954438.0,2017
NBB,1515943.0,2017
NCT,1906627.0,2017
NKG,1189567.0,2017
NLG,1560561.0,2017
NNC,1782365.0,2017
NSC,1497893.0,2017
NT2,1496793.0,2017
NTL,1639067.0,2017
NVL,1897917.0,2017
NVT,1085203.0,2017
OPC,1520252.0,2017
PAC,1251398.0,2017
PAN,1620999.0,2017
PC1,2012789.0,2017
PDN,1575244.0,2017
PDR,1771602.0,2017
PET,2241937.0,2017
PGC,1396404.0,2017
PGD,1536466.0,2017
PHR,1920831.0,2017
PIT,602568.0,2017
PJT,1499068.0,2017
PNC,770784.0,2017
PNJ,1428010.0,2017
POM,966794.0,2017
PPC,1407410.0,2017
PPI,754939.0,2017
PTB,1552199.0,2017
PTC,909795.0,2017
PTL,1746627.0,2017
PVD,1328011.0,2017
PVT,1510266.0,2017
PXI,479421.0,2017
PXS,1478609.0,2017
PXT,852474.0,2017
QBS,804718.0,2017
QCG,1148730.0,2017
RAL,1077348.0,2017
RDP,1016623.0,2017
REE,2283313.0,2017
RIC,1260684.0,2017
ROS,2030144.0,2017
S4A,1668818.0,2017
SAB,1886102.0,2017
SAM,1990646.0,2017
SAV,1725402.0,2017
SBA,1685537.0,2017
SBT,1762321.0,2017
SC5,991858.0,2017
SCD,2046662.0,2017
SCR,1539479.0,2017
SFC,2304761.0,2017
SFG,1047206.0,2017
SFI,2505641.0,2017
SGT,2309767.0,2017
SHA,973350.0,2017
SHI,1114797.0,2017
SHP,1694660.0,2017
SII,1496478.0,2017
SJD,1801060.0,2017
SJS,1485091.0,2017
SKG,1831217.0,2017
SMA,1050579.0,2017
SMC,874591.0,2017
SPM,778162.0,2017
SRC,1265884.0,2017
SRF,1223450.0,2017
SSC,1538572.0,2017
ST8,2335797.0,2017
STG,1559348.0,2017
STK,1133225.0,2017
STT,1443298.0,2017
SVC,2473075.0,2017
SVI,1310283.0,2017
SVT,2431391.0,2017
SZL,2572600.0,2017
TAC,1241500.0,2017
TBC,1816734.0,2017
TCL,1643636.0,2017
TCM,1246444.0,2017
TCO,1654233.0,2017
TCR,669428.0,2017
TCT,1867041.0,2017
TDC,749899.0,2017
TDH,1808233.0,2017
TDW,1456578.0,2017
THG,1331362.0,2017
TIC,1692484.0,2017
TIE,2005133.0,2017
TIP,2120578.0,2017
TIX,2287783.0,2017
TLG,1587372.0,2017
TLH,1302114.0,2017
TMP,1714013.0,2017
TMS,2327365.0,2017
TMT,1017097.0,2017
TNA,1750468.0,2017
TNC,1566675.0,2017
TNT,1225246.0,2017
TPC,1051619.0,2017
TRA,1667822.0,2017
TRC,1566272.0,2017
TS4,399245.0,2017
TSC,1076837.0,2017
TTF,640070.0,2017
TV1,950005.0,2017
TYA,1190230.0,2017
UDC,2090695.0,2017
UIC,1539646.0,2017
VAF,1267009.0,2017
VCF,1572809.0,2017
VFG,1655960.0,2017
VHC,1424069.0,2017
VHG,1336337.0,2017
VIC,2162278.0,2017
VID,1348797.0,2017
VIP,2500917.0,2017
VIS,912580.0,2017
VJC,1556267.0,2017
VMD,968913.0,2017
VNA,524152.0,2017
VNE,1172178.0,2017
VNG,1251341.0,2017
VNL,1557336.0,2017
VNM,1921315.0,2017
VNS,1640292.0,2017
VOS,554393.0,2017
VPH,1254964.0,2017
VPK,998116.0,2017
VPS,1402219.0,2017
VRC,2078422.0,2017
VSC,1742123.0,2017
