SYMBOL,SUM_RANK,TIME
NOT_INVEST,3587810.0,2021
AAA,2666504.0,2021
AAM,1187126.0,2021
AAT,1653293.0,2021
ABS,1844855.0,2021
ACC,2002517.0,2021
ACL,1088812.0,2021
ADG,2565681.0,2021
ADS,1230546.0,2021
AGG,1891406.0,2021
AGM,1220557.0,2021
AMD,2255687.0,2021
ANV,1367069.0,2021
APC,1730175.0,2021
APH,2390338.0,2021
ASG,1687360.0,2021
ASM,2014040.0,2021
ASP,1121479.0,2021
AST,1759793.0,2021
ATG,1001979.0,2021
BCE,1551676.0,2021
BCG,957432.0,2021
BCM,1768264.0,2021
BFC,986204.0,2021
BHN,1951349.0,2021
BKG,2700454.0,2021
BMC,1550202.0,2021
BMP,1833517.0,2021
BRC,1423045.0,2021
BTP,1722403.0,2021
BTT,1725661.0,2021
BWE,1647428.0,2021
C32,2077160.0,2021
C47,1020617.0,2021
CAV,1276641.0,2021
CCI,3309645.0,2021
CCL,2168530.0,2021
CDC,2714629.0,2021
CEE,1470951.0,2021
CHP,1891338.0,2021
CIG,1110183.0,2021
CII,1213802.0,2021
CKG,2553587.0,2021
CLC,1790467.0,2021
CLG,1155736.0,2021
CLL,2090572.0,2021
CLW,1592193.0,2021
CMG,1572196.0,2021
CMV,1026192.0,2021
CMX,1083025.0,2021
CNG,1556241.0,2021
COM,1643467.0,2021
CRC,1245544.0,2021
CRE,1738414.0,2021
CSM,983654.0,2021
CSV,1730796.0,2021
CTD,1859913.0,2021
CTF,1031542.0,2021
CTI,1306487.0,2021
CVT,1668331.0,2021
D2D,2809974.0,2021
DAG,909930.0,2021
DAH,1244238.0,2021
DAT,2827411.0,2021
DBC,1663372.0,2021
DBD,1635499.0,2021
DBT,840211.0,2021
DC4,1463674.0,2021
DCL,1597804.0,2021
DCM,1719390.0,2021
DGC,1892616.0,2021
DGW,1460003.0,2021
DHA,2098177.0,2021
DHC,1935274.0,2021
DHG,1943070.0,2021
DHM,902621.0,2021
DIG,2085986.0,2021
DLG,851172.0,2021
DMC,1709629.0,2021
DPG,1428292.0,2021
DPM,2297002.0,2021
DPR,2794591.0,2021
DQC,1218267.0,2021
DRC,1604433.0,2021
DRH,1244227.0,2021
DRL,2109294.0,2021
DSN,2035208.0,2021
DTA,1226223.0,2021
DTL,1041439.0,2021
DTT,1545970.0,2021
DVP,2157841.0,2021
DXG,1337821.0,2021
DXV,980649.0,2021
ELC,1826785.0,2021
EMC,1273671.0,2021
EVE,1396994.0,2021
EVG,1652760.0,2021
FCM,1860113.0,2021
FCN,1239504.0,2021
FDC,1618086.0,2021
FIR,2792861.0,2021
FIT,2451654.0,2021
FLC,2056959.0,2021
FMC,1467442.0,2021
FPT,1766289.0,2021
